seed_theta,seed_Y,tree,fixtree,method_hclust,rmse,tree_frobenius,ari,label,N
1,1,1,FALSE,ward.D,0.0738013491593713,0.188122784596644,1,BayesLCM (homogeneous var) + HC,100
1,1,1,FALSE,ward.D2,0.0738013491593713,0.18752949625312,1,BayesLCM (homogeneous var) + HC,100
1,1,1,FALSE,single,0.0738013491593713,0.159538653806218,1,BayesLCM (homogeneous var) + HC,100
1,1,1,FALSE,average,0.0738013491593713,0.172293810385736,1,BayesLCM (homogeneous var) + HC,100
1,1,1,FALSE,complete,0.0738013491593713,0.193221902118296,1,BayesLCM (homogeneous var) + HC,100
1,1,1,FALSE,mcquitty,0.0738013491593713,0.172293810385736,1,BayesLCM (homogeneous var) + HC,100
1,2,1,FALSE,ward.D,0.0750291902767111,0.185913945442975,1,BayesLCM (homogeneous var) + HC,100
1,2,1,FALSE,ward.D2,0.0750291902767111,0.185779235811513,1,BayesLCM (homogeneous var) + HC,100
1,2,1,FALSE,single,0.0750291902767111,0.158224572489525,1,BayesLCM (homogeneous var) + HC,100
1,2,1,FALSE,average,0.0750291902767111,0.170991091454097,1,BayesLCM (homogeneous var) + HC,100
1,2,1,FALSE,complete,0.0750291902767111,0.196873486210135,1,BayesLCM (homogeneous var) + HC,100
1,2,1,FALSE,mcquitty,0.0750291902767111,0.170991091454097,1,BayesLCM (homogeneous var) + HC,100
1,3,1,FALSE,ward.D,0.0715338584447977,0.0853069900351422,1,BayesLCM (homogeneous var) + HC,100
1,3,1,FALSE,ward.D2,0.0715338584447977,0.0840806934241746,1,BayesLCM (homogeneous var) + HC,100
1,3,1,FALSE,single,0.0715338584447977,0.0850350123658524,1,BayesLCM (homogeneous var) + HC,100
1,3,1,FALSE,average,0.0715338584447977,0.0709649379574728,1,BayesLCM (homogeneous var) + HC,100
1,3,1,FALSE,complete,0.0715338584447977,0.0885328125114514,1,BayesLCM (homogeneous var) + HC,100
1,3,1,FALSE,mcquitty,0.0715338584447977,0.0709649379574728,1,BayesLCM (homogeneous var) + HC,100
1,4,1,FALSE,ward.D,0.0734883493234346,0.164535407537174,1,BayesLCM (homogeneous var) + HC,100
1,4,1,FALSE,ward.D2,0.0734883493234346,0.164329161758664,1,BayesLCM (homogeneous var) + HC,100
1,4,1,FALSE,single,0.0734883493234346,0.158132513567766,1,BayesLCM (homogeneous var) + HC,100
1,4,1,FALSE,average,0.0734883493234346,0.159834744890868,1,BayesLCM (homogeneous var) + HC,100
1,4,1,FALSE,complete,0.0734883493234346,0.16397463746382,1,BayesLCM (homogeneous var) + HC,100
1,4,1,FALSE,mcquitty,0.0734883493234346,0.159834744890868,1,BayesLCM (homogeneous var) + HC,100
1,5,1,FALSE,ward.D,0.0760738716372888,0.178998567095955,0.969362343201988,BayesLCM (homogeneous var) + HC,100
1,5,1,FALSE,ward.D2,0.0760738716372888,0.17977305702755,0.969362343201988,BayesLCM (homogeneous var) + HC,100
1,5,1,FALSE,single,0.0760738716372888,0.160179019967094,0.969362343201988,BayesLCM (homogeneous var) + HC,100
1,5,1,FALSE,average,0.0760738716372888,0.167051516521842,0.969362343201988,BayesLCM (homogeneous var) + HC,100
1,5,1,FALSE,complete,0.0760738716372888,0.199382217405796,0.969362343201988,BayesLCM (homogeneous var) + HC,100
1,5,1,FALSE,mcquitty,0.0760738716372888,0.167051516521842,0.969362343201988,BayesLCM (homogeneous var) + HC,100
1,1,2,FALSE,ward.D,0.0765634228192247,0.431109529980534,0.90805845742985,BayesLCM (homogeneous var) + HC,100
1,1,2,FALSE,ward.D2,0.0765634228192247,0.433352142143017,0.90805845742985,BayesLCM (homogeneous var) + HC,100
1,1,2,FALSE,single,0.0765634228192247,0.502360834779051,0.90805845742985,BayesLCM (homogeneous var) + HC,100
1,1,2,FALSE,average,0.0765634228192247,0.461856287037474,0.90805845742985,BayesLCM (homogeneous var) + HC,100
1,1,2,FALSE,complete,0.0765634228192247,0.430281945277894,0.90805845742985,BayesLCM (homogeneous var) + HC,100
1,1,2,FALSE,mcquitty,0.0765634228192247,0.461856287037474,0.90805845742985,BayesLCM (homogeneous var) + HC,100
1,2,2,FALSE,ward.D,0.07496219415347,0.427708922800927,0.847811331626433,BayesLCM (homogeneous var) + HC,100
1,2,2,FALSE,ward.D2,0.07496219415347,0.430187215868198,0.847811331626433,BayesLCM (homogeneous var) + HC,100
1,2,2,FALSE,single,0.07496219415347,0.496162110136804,0.847811331626433,BayesLCM (homogeneous var) + HC,100
1,2,2,FALSE,average,0.07496219415347,0.458571940544816,0.847811331626433,BayesLCM (homogeneous var) + HC,100
1,2,2,FALSE,complete,0.07496219415347,0.428970096491876,0.847811331626433,BayesLCM (homogeneous var) + HC,100
1,2,2,FALSE,mcquitty,0.07496219415347,0.458571940544816,0.847811331626433,BayesLCM (homogeneous var) + HC,100
1,3,2,FALSE,ward.D,0.0759499058542306,0.397642216744674,0.935321554881634,BayesLCM (homogeneous var) + HC,100
1,3,2,FALSE,ward.D2,0.0759499058542306,0.400771337950142,0.935321554881634,BayesLCM (homogeneous var) + HC,100
1,3,2,FALSE,single,0.0759499058542306,0.462465970326042,0.935321554881634,BayesLCM (homogeneous var) + HC,100
1,3,2,FALSE,average,0.0759499058542306,0.427817896743,0.935321554881634,BayesLCM (homogeneous var) + HC,100
1,3,2,FALSE,complete,0.0759499058542306,0.401999115476637,0.935321554881634,BayesLCM (homogeneous var) + HC,100
1,3,2,FALSE,mcquitty,0.0759499058542306,0.427817896743,0.935321554881634,BayesLCM (homogeneous var) + HC,100
1,4,2,FALSE,ward.D,0.0752820369927309,0.522658498793352,0.941301380251782,BayesLCM (homogeneous var) + HC,100
1,4,2,FALSE,ward.D2,0.0752820369927309,0.522466848443247,0.941301380251782,BayesLCM (homogeneous var) + HC,100
1,4,2,FALSE,single,0.0752820369927309,0.584034442762548,0.941301380251782,BayesLCM (homogeneous var) + HC,100
1,4,2,FALSE,average,0.0752820369927309,0.542252536256915,0.941301380251782,BayesLCM (homogeneous var) + HC,100
1,4,2,FALSE,complete,0.0752820369927309,0.506787494210285,0.941301380251782,BayesLCM (homogeneous var) + HC,100
1,4,2,FALSE,mcquitty,0.0752820369927309,0.542252536256915,0.941301380251782,BayesLCM (homogeneous var) + HC,100
1,5,2,FALSE,ward.D,0.0823912400177928,0.359399246128439,0.77343815805894,BayesLCM (homogeneous var) + HC,100
1,5,2,FALSE,ward.D2,0.0823912400177928,0.3615589803363,0.77343815805894,BayesLCM (homogeneous var) + HC,100
1,5,2,FALSE,single,0.0823912400177928,0.40552798477616,0.77343815805894,BayesLCM (homogeneous var) + HC,100
1,5,2,FALSE,average,0.0823912400177928,0.377926900509046,0.77343815805894,BayesLCM (homogeneous var) + HC,100
1,5,2,FALSE,complete,0.0823912400177928,0.362385810174305,0.77343815805894,BayesLCM (homogeneous var) + HC,100
1,5,2,FALSE,mcquitty,0.0823912400177928,0.377926900509046,0.77343815805894,BayesLCM (homogeneous var) + HC,100
1,1,3,FALSE,ward.D,0.12825723932862,0.447883778568659,0.522502380002449,BayesLCM (homogeneous var) + HC,100
1,1,3,FALSE,ward.D2,0.12825723932862,0.452808107328701,0.522502380002449,BayesLCM (homogeneous var) + HC,100
1,1,3,FALSE,single,0.12825723932862,0.583544830238118,0.522502380002449,BayesLCM (homogeneous var) + HC,100
1,1,3,FALSE,average,0.12825723932862,0.504878895493644,0.522502380002449,BayesLCM (homogeneous var) + HC,100
1,1,3,FALSE,complete,0.12825723932862,0.441255595207012,0.522502380002449,BayesLCM (homogeneous var) + HC,100
1,1,3,FALSE,mcquitty,0.12825723932862,0.504878895493644,0.522502380002449,BayesLCM (homogeneous var) + HC,100
1,2,3,FALSE,ward.D,0.0755072516855233,0.227045940176422,0.717259646219602,BayesLCM (homogeneous var) + HC,100
1,2,3,FALSE,ward.D2,0.0755072516855233,0.241683264460288,0.717259646219602,BayesLCM (homogeneous var) + HC,100
1,2,3,FALSE,single,0.0755072516855233,0.302585843900589,0.717259646219602,BayesLCM (homogeneous var) + HC,100
1,2,3,FALSE,average,0.0755072516855233,0.286385419107126,0.717259646219602,BayesLCM (homogeneous var) + HC,100
1,2,3,FALSE,complete,0.0755072516855233,0.27156257406544,0.717259646219602,BayesLCM (homogeneous var) + HC,100
1,2,3,FALSE,mcquitty,0.0755072516855233,0.286385419107126,0.717259646219602,BayesLCM (homogeneous var) + HC,100
1,3,3,FALSE,ward.D,0.122982974616212,0.392112040603575,0.503379930300404,BayesLCM (homogeneous var) + HC,100
1,3,3,FALSE,ward.D2,0.122982974616212,0.396259491801081,0.503379930300404,BayesLCM (homogeneous var) + HC,100
1,3,3,FALSE,single,0.122982974616212,0.563912939640008,0.503379930300404,BayesLCM (homogeneous var) + HC,100
1,3,3,FALSE,average,0.122982974616212,0.453760757676019,0.503379930300404,BayesLCM (homogeneous var) + HC,100
1,3,3,FALSE,complete,0.122982974616212,0.373173997276434,0.503379930300404,BayesLCM (homogeneous var) + HC,100
1,3,3,FALSE,mcquitty,0.122982974616212,0.453760757676019,0.503379930300404,BayesLCM (homogeneous var) + HC,100
1,4,3,FALSE,ward.D,0.0735511315468564,0.323022044796495,0.90755606919398,BayesLCM (homogeneous var) + HC,100
1,4,3,FALSE,ward.D2,0.0735511315468564,0.335866504221735,0.90755606919398,BayesLCM (homogeneous var) + HC,100
1,4,3,FALSE,single,0.0735511315468564,0.414639987929525,0.90755606919398,BayesLCM (homogeneous var) + HC,100
1,4,3,FALSE,average,0.0735511315468564,0.387312874033776,0.90755606919398,BayesLCM (homogeneous var) + HC,100
1,4,3,FALSE,complete,0.0735511315468564,0.362627688500995,0.90755606919398,BayesLCM (homogeneous var) + HC,100
1,4,3,FALSE,mcquitty,0.0735511315468564,0.387312874033776,0.90755606919398,BayesLCM (homogeneous var) + HC,100
1,5,3,FALSE,ward.D,0.139193063176531,0.484136784549062,0.513127999191122,BayesLCM (homogeneous var) + HC,100
